EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land
ufc 98: evans vs machida,chael sonnen vs. dan miller,Round 3,dan miller,0.0,0.4,0.0,0.0,0.0,0.0,4,10,8,15,0,0,0,0,3,9,1,1,1,1,0,0,3,9
ufc 98: evans vs machida,frankie edgar vs. sean sherk,Round 1,frankie edgar,0.0,0.44,0.33,0.0,0.0,45.0,27,61,29,63,1,3,5,7,25,59,9,11,2,2,0,0,13,43
ufc 98: evans vs machida,frankie edgar vs. sean sherk,Round 2,frankie edgar,0.0,0.45,0.0,0.0,0.0,0.0,33,72,33,72,0,2,2,5,30,68,8,8,3,4,0,0,23,59
ufc 98: evans vs machida,frankie edgar vs. sean sherk,Round 3,frankie edgar,0.0,0.24,0.0,1.0,0.0,0.0,14,58,14,58,0,2,1,2,13,57,5,6,1,1,0,0,8,50
ufc 98: evans vs machida,frankie edgar vs. sean sherk,Round 1,sean sherk,0.0,0.19,0.0,0.0,0.0,5.0,12,61,15,64,0,0,1,1,11,59,2,2,1,2,0,0,9,58
ufc 98: evans vs machida,frankie edgar vs. sean sherk,Round 2,sean sherk,0.0,0.08,0.0,0.0,0.0,0.0,6,70,6,70,0,0,0,0,6,69,0,1,0,1,0,0,6,69
ufc 98: evans vs machida,frankie edgar vs. sean sherk,Round 3,sean sherk,0.0,0.12,0.33,0.0,0.0,20.0,9,73,9,73,1,3,1,1,8,70,1,2,1,3,0,0,7,70
ufc 98: evans vs machida,brock larson vs. mike pyle,Round 1,brock larson,0.0,0.4,1.0,1.0,0.0,128.0,4,10,13,19,1,1,0,0,0,3,2,2,0,0,4,7,2,8
ufc 98: evans vs machida,brock larson vs. mike pyle,Round 1,mike pyle,0.0,0.25,0.0,0.0,0.0,0.0,1,4,3,6,0,0,0,3,0,3,0,0,1,1,0,0,1,1
ufc 98: evans vs machida,tim hague vs. pat barry,Round 1,tim hague,0.0,0.0,1.0,1.0,0.0,44.0,0,5,2,8,1,1,0,0,0,5,0,0,0,0,0,0,0,5
ufc 98: evans vs machida,tim hague vs. pat barry,Round 1,pat barry,0.0,0.27,0.0,0.0,0.0,0.0,3,11,3,11,0,0,0,0,3,11,0,0,0,0,0,0,3,11
ufc 98: evans vs machida,kyle bradley vs. phillipe nover,Round 1,kyle bradley,0.0,0.63,1.0,0.0,0.0,9.0,7,11,7,11,1,1,0,0,3,6,3,4,1,1,3,4,4,7
ufc 98: evans vs machida,kyle bradley vs. phillipe nover,Round 1,phillipe nover,0.0,0.27,0.0,0.0,0.0,0.0,3,11,3,11,0,0,1,3,2,10,1,1,1,1,0,0,1,7
ufc 98: evans vs machida,krzysztof soszynski vs. andre gusmao,Round 1,krzysztof soszynski,1.0,0.36,0.0,0.0,0.0,16.0,18,50,18,50,0,0,3,3,14,46,0,1,2,2,2,2,15,46
ufc 98: evans vs machida,krzysztof soszynski vs. andre gusmao,Round 1,andre gusmao,0.0,0.51,0.0,0.0,0.0,3.0,17,33,18,34,0,0,6,6,13,28,8,14,4,5,0,0,3,13
ufc 98: evans vs machida,yoshiyuki yoshida vs. brandon wolff,Round 1,yoshiyuki yoshida,0.0,0.66,0.0,1.0,1.0,67.0,4,6,4,6,0,0,0,1,0,2,4,4,4,4,0,0,0,1
ufc 98: evans vs machida,yoshiyuki yoshida vs. brandon wolff,Round 1,brandon wolff,0.0,0.4,0.0,0.0,0.0,32.0,2,5,4,7,0,1,0,0,1,4,2,2,1,1,0,0,0,3
ufc 98: evans vs machida,george roop vs. david kaplan,Round 1,george roop,0.0,0.29,0.0,0.0,0.0,0.0,31,106,32,107,0,0,4,4,30,104,3,4,1,2,0,0,24,98
ufc 98: evans vs machida,george roop vs. david kaplan,Round 2,george roop,0.0,0.25,0.0,0.0,0.0,0.0,11,44,64,102,0,0,2,2,8,40,2,4,1,2,2,2,7,38
ufc 98: evans vs machida,george roop vs. david kaplan,Round 3,george roop,0.0,0.26,0.0,0.0,0.0,0.0,20,76,37,93,0,0,2,3,19,74,2,8,1,2,0,0,16,65
ufc 98: evans vs machida,george roop vs. david kaplan,Round 1,david kaplan,0.0,0.5,0.5,0.0,0.0,16.0,26,52,27,54,1,2,19,20,26,52,0,3,0,0,0,0,7,29
ufc 98: evans vs machida,george roop vs. david kaplan,Round 2,david kaplan,0.0,0.33,0.5,0.0,0.0,183.0,7,21,51,69,3,6,5,8,6,20,1,1,0,0,1,1,1,12
ufc 98: evans vs machida,george roop vs. david kaplan,Round 3,david kaplan,0.0,0.53,0.16,0.0,0.0,115.0,17,32,20,35,1,6,11,14,16,29,4,4,1,3,0,0,2,14
ufc 97: redemption,anderson silva vs. thales leites,Round 1,anderson silva,0.0,0.5,0.0,0.0,0.0,11.0,8,16,9,17,0,0,4,4,5,13,2,3,0,0,3,3,2,9
ufc 97: redemption,anderson silva vs. thales leites,Round 2,anderson silva,0.0,0.57,0.0,0.0,0.0,6.0,8,14,12,19,0,0,3,3,4,10,0,1,1,1,3,3,5,10
ufc 97: redemption,anderson silva vs. thales leites,Round 3,anderson silva,0.0,0.65,0.0,0.0,0.0,68.0,28,43,32,47,0,0,17,20,18,30,2,2,3,3,7,10,9,21
ufc 97: redemption,anderson silva vs. thales leites,Round 4,anderson silva,0.0,0.77,0.0,0.0,0.0,17.0,28,36,29,38,0,0,19,21,27,35,2,3,0,0,1,1,7,12
ufc 97: redemption,anderson silva vs. thales leites,Round 5,anderson silva,0.0,0.73,0.0,0.0,0.0,63.0,22,30,24,34,0,0,8,9,12,18,2,2,0,0,10,12,12,19
ufc 97: redemption,anderson silva vs. thales leites,Round 1,thales leites,0.0,0.12,0.0,0.0,0.0,31.0,1,8,1,8,0,3,1,1,1,8,0,0,0,0,0,0,0,7
ufc 97: redemption,anderson silva vs. thales leites,Round 2,thales leites,0.0,0.12,1.0,0.0,0.0,127.0,1,8,8,16,1,1,1,1,1,6,0,0,0,0,0,2,0,7
ufc 97: redemption,anderson silva vs. thales leites,Round 3,thales leites,0.0,0.3,0.0,0.0,0.0,0.0,4,13,4,13,0,3,3,4,4,13,0,1,0,0,0,0,1,8
ufc 97: redemption,anderson silva vs. thales leites,Round 4,thales leites,0.0,0.25,0.0,0.0,0.0,0.0,3,12,3,12,0,2,1,1,3,11,0,1,0,1,0,0,2,10
ufc 97: redemption,anderson silva vs. thales leites,Round 5,thales leites,0.0,0.07,0.0,0.0,0.0,0.0,1,13,2,15,0,5,0,0,1,13,1,3,0,0,0,0,0,10
ufc 97: redemption,sam stout vs. matt wiman,Round 1,sam stout,0.0,0.28,0.0,0.0,0.0,54.0,23,81,27,86,0,0,3,4,17,72,7,7,6,8,0,1,13,70
ufc 97: redemption,sam stout vs. matt wiman,Round 2,sam stout,1.0,0.38,0.0,0.0,0.0,55.0,31,81,35,89,0,0,5,8,29,73,13,15,0,1,2,7,13,58
ufc 97: redemption,sam stout vs. matt wiman,Round 3,sam stout,0.0,0.33,0.0,0.0,1.0,52.0,8,24,25,44,0,0,1,1,6,20,2,2,0,0,2,4,5,21
ufc 97: redemption,sam stout vs. matt wiman,Round 1,matt wiman,0.0,0.45,0.5,1.0,0.0,51.0,21,46,22,47,2,4,4,4,21,46,2,3,0,0,0,0,15,39
ufc 97: redemption,sam stout vs. matt wiman,Round 2,matt wiman,0.0,0.39,0.0,1.0,0.0,25.0,15,38,15,38,0,1,4,5,14,37,3,4,1,1,0,0,8,29
ufc 97: redemption,sam stout vs. matt wiman,Round 3,matt wiman,0.0,0.5,0.33,0.0,0.0,191.0,10,20,24,34,2,6,2,3,6,13,1,3,1,2,3,5,7,14
ufc 97: redemption,mauricio rua vs. chuck liddell,Round 1,mauricio rua,1.0,0.75,0.0,0.0,0.0,26.0,24,32,25,34,0,1,8,8,13,21,2,2,4,4,7,7,14,22
ufc 97: redemption,mauricio rua vs. chuck liddell,Round 1,chuck liddell,0.0,0.21,1.0,0.0,0.0,21.0,8,37,8,37,1,1,0,2,7,36,0,0,1,1,0,0,8,35
ufc 97: redemption,krzysztof soszynski vs. brian stann,Round 1,krzysztof soszynski,0.0,0.27,1.0,2.0,0.0,107.0,3,11,10,18,2,2,1,2,3,9,2,4,0,2,0,0,0,5
ufc 97: redemption,krzysztof soszynski vs. brian stann,Round 1,brian stann,0.0,0.44,0.0,0.0,0.0,9.0,8,18,14,24,0,0,3,4,4,13,1,1,4,5,0,0,4,13
ufc 97: redemption,cheick kongo vs. antoni hardonk,Round 1,cheick kongo,0.0,0.65,0.5,0.0,0.0,173.0,36,55,45,64,1,2,20,24,14,30,4,4,13,13,9,12,12,27
ufc 97: redemption,cheick kongo vs. antoni hardonk,Round 2,cheick kongo,0.0,0.58,1.0,0.0,0.0,127.0,17,29,35,53,1,1,0,0,2,3,5,5,0,0,15,26,12,24
ufc 97: redemption,cheick kongo vs. antoni hardonk,Round 1,antoni hardonk,0.0,0.44,0.0,0.0,0.0,0.0,8,18,8,18,0,0,5,5,8,18,2,3,0,0,0,0,1,10
ufc 97: redemption,cheick kongo vs. antoni hardonk,Round 2,antoni hardonk,0.0,0.5,0.0,0.0,0.0,0.0,1,2,1,2,0,0,1,1,1,2,0,0,0,0,0,0,0,1
ufc 97: redemption,luiz cane vs. steve cantwell,Round 1,luiz cane,0.0,0.38,0.0,0.0,0.0,13.0,31,80,31,80,0,0,0,0,27,74,6,6,4,6,0,0,25,74
ufc 97: redemption,luiz cane vs. steve cantwell,Round 2,luiz cane,0.0,0.32,0.0,0.0,0.0,0.0,20,61,20,61,0,0,2,2,19,60,5,7,1,1,0,0,13,52
ufc 97: redemption,luiz cane vs. steve cantwell,Round 3,luiz cane,0.0,0.43,0.0,0.0,0.0,0.0,36,82,36,82,0,1,0,0,36,82,8,10,0,0,0,0,28,72
ufc 97: redemption,luiz cane vs. steve cantwell,Round 1,steve cantwell,0.0,0.43,0.0,0.0,0.0,2.0,25,57,25,57,0,0,9,11,25,57,8,8,0,0,0,0,8,38
ufc 97: redemption,luiz cane vs. steve cantwell,Round 2,steve cantwell,0.0,0.45,0.0,0.0,0.0,0.0,30,66,30,66,0,0,5,5,29,65,4,4,1,1,0,0,21,57
ufc 97: redemption,luiz cane vs. steve cantwell,Round 3,steve cantwell,0.0,0.21,0.0,0.0,0.0,0.0,14,66,14,66,0,0,2,4,14,66,4,6,0,0,0,0,8,56
ufc 97: redemption,denis kang vs. xavier foupa-pokam,Round 1,denis kang,0.0,0.46,1.0,1.0,0.0,109.0,13,28,30,46,2,2,0,0,5,16,3,4,2,4,6,8,10,24
ufc 97: redemption,denis kang vs. xavier foupa-pokam,Round 2,denis kang,0.0,0.4,0.5,0.0,0.0,171.0,11,27,29,48,1,2,0,0,2,15,1,4,1,2,8,10,10,23
ufc 97: redemption,denis kang vs. xavier foupa-pokam,Round 3,denis kang,0.0,0.7,1.0,0.0,0.0,200.0,7,10,44,47,2,2,0,0,2,3,2,2,0,1,5,6,5,8
ufc 97: redemption,denis kang vs. xavier foupa-pokam,Round 1,xavier foupa-pokam,0.0,0.42,0.0,0.0,0.0,0.0,12,28,15,31,0,0,3,4,11,26,6,8,1,2,0,0,3,16
ufc 97: redemption,denis kang vs. xavier foupa-pokam,Round 2,xavier foupa-pokam,0.0,0.47,0.0,0.0,0.0,0.0,9,19,12,22,0,0,0,0,6,16,4,5,3,3,0,0,5,14
ufc 97: redemption,denis kang vs. xavier foupa-pokam,Round 3,xavier foupa-pokam,0.0,0.33,0.0,0.0,1.0,6.0,2,6,5,9,0,0,0,0,1,3,2,2,0,1,1,2,0,4
ufc 97: redemption,nate quarry vs. jason macdonald,Round 1,nate quarry,0.0,0.47,1.0,0.0,0.0,107.0,16,34,29,47,1,1,0,0,0,1,1,1,1,1,15,32,15,33
ufc 97: redemption,nate quarry vs. jason macdonald,Round 1,jason macdonald,0.0,1.0,0.0,0.0,0.0,27.0,1,1,3,5,0,1,1,1,0,0,0,0,1,1,0,0,0,0
ufc 97: redemption,ed herman vs. david loiseau,Round 1,ed herman,0.0,0.8,0.66,0.0,0.0,285.0,32,40,69,82,2,3,0,0,0,0,16,16,2,2,30,38,16,24
ufc 97: redemption,ed herman vs. david loiseau,Round 2,ed herman,0.0,0.88,0.66,0.0,0.0,253.0,16,18,60,64,2,3,0,0,0,0,11,13,4,4,12,14,5,5
ufc 97: redemption,ed herman vs. david loiseau,Round 3,ed herman,0.0,0.88,0.33,0.0,0.0,177.0,23,26,60,64,1,3,0,0,0,2,19,19,12,12,11,12,4,7
ufc 97: redemption,ed herman vs. david loiseau,Round 1,david loiseau,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1
ufc 97: redemption,ed herman vs. david loiseau,Round 2,david loiseau,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2
ufc 97: redemption,ed herman vs. david loiseau,Round 3,david loiseau,0.0,0.33,0.0,0.0,0.0,34.0,4,12,5,13,0,0,0,0,3,8,1,1,1,3,0,1,3,11
ufc 97: redemption,mark bocek vs. david bielkheden,Round 1,mark bocek,0.0,0.46,0.5,1.0,0.0,240.0,20,43,45,68,1,2,1,1,0,1,2,2,4,4,16,38,17,40
ufc 97: redemption,mark bocek vs. david bielkheden,Round 1,david bielkheden,0.0,0.8,0.0,0.0,0.0,22.0,4,5,5,6,0,0,3,3,1,2,1,1,3,3,0,0,0,1
ufc 97: redemption,tj grant vs. ryo chonan,Round 1,tj grant,0.0,0.46,1.0,0.0,0.0,37.0,19,41,30,54,1,1,3,4,10,28,2,3,7,9,2,4,14,34
ufc 97: redemption,tj grant vs. ryo chonan,Round 2,tj grant,0.0,0.42,0.5,0.0,0.0,78.0,6,14,31,42,1,2,0,0,2,7,1,2,2,3,2,4,5,12
ufc 97: redemption,tj grant vs. ryo chonan,Round 3,tj grant,0.0,0.42,1.0,0.0,1.0,88.0,9,21,37,53,1,1,2,2,3,14,2,2,4,5,2,2,5,17
ufc 97: redemption,tj grant vs. ryo chonan,Round 1,ryo chonan,0.0,0.39,1.0,0.0,0.0,201.0,13,33,18,39,1,1,0,0,5,15,0,0,1,2,7,16,13,33
ufc 97: redemption,tj grant vs. ryo chonan,Round 2,ryo chonan,0.0,0.35,1.0,0.0,2.0,195.0,6,17,16,29,1,1,2,2,1,2,0,0,0,0,5,15,4,15
ufc 97: redemption,tj grant vs. ryo chonan,Round 3,ryo chonan,0.0,0.48,0.0,0.0,1.0,153.0,12,25,19,33,0,0,1,1,7,15,1,1,0,1,5,9,10,23
ufc 97: redemption,eliot marshall vs. vinny magalhaes,Round 1,eliot marshall,0.0,0.21,0.0,0.0,0.0,0.0,10,46,10,46,0,0,3,3,10,46,1,6,0,0,0,0,6,37
ufc 97: redemption,eliot marshall vs. vinny magalhaes,Round 2,eliot marshall,0.0,0.32,0.0,0.0,0.0,0.0,17,53,17,53,0,0,6,6,17,53,3,4,0,0,0,0,8,43
ufc 97: redemption,eliot marshall vs. vinny magalhaes,Round 3,eliot marshall,0.0,0.26,0.0,0.0,0.0,0.0,17,65,18,66,0,0,6,6,17,65,2,3,0,0,0,0,9,56
ufc 97: redemption,eliot marshall vs. vinny magalhaes,Round 1,vinny magalhaes,0.0,0.11,0.0,0.0,0.0,0.0,6,51,6,51,0,0,0,3,6,50,2,4,0,1,0,0,4,44
ufc 97: redemption,eliot marshall vs. vinny magalhaes,Round 2,vinny magalhaes,0.0,0.34,0.5,0.0,0.0,41.0,17,50,17,50,1,2,1,2,10,37,6,8,0,1,7,12,10,40
ufc 97: redemption,eliot marshall vs. vinny magalhaes,Round 3,vinny magalhaes,0.0,0.23,1.0,0.0,0.0,25.0,11,47,13,49,1,1,2,2,9,38,2,3,0,1,2,8,7,42
ufc fight night: condit vs kampmann,martin kampmann vs. carlos condit,Round 1,martin kampmann,0.0,0.38,1.0,4.0,1.0,78.0,5,13,12,21,2,2,0,0,3,10,3,3,2,3,0,0,2,10
ufc fight night: condit vs kampmann,martin kampmann vs. carlos condit,Round 2,martin kampmann,0.0,0.39,1.0,2.0,1.0,148.0,13,33,20,43,1,1,0,0,4,16,2,4,4,5,5,12,11,29
ufc fight night: condit vs kampmann,martin kampmann vs. carlos condit,Round 3,martin kampmann,0.0,0.53,1.0,0.0,0.0,242.0,8,15,20,27,2,2,0,0,1,5,1,1,1,1,6,9,7,14
ufc fight night: condit vs kampmann,martin kampmann vs. carlos condit,Round 1,carlos condit,0.0,0.36,1.0,0.0,0.0,119.0,13,36,18,41,1,1,0,0,8,25,5,5,2,7,3,4,8,31
ufc fight night: condit vs kampmann,martin kampmann vs. carlos condit,Round 2,carlos condit,0.0,0.41,0.66,1.0,0.0,65.0,15,36,31,53,2,3,2,2,7,21,4,5,4,11,4,4,9,29
ufc fight night: condit vs kampmann,martin kampmann vs. carlos condit,Round 3,carlos condit,0.0,0.5,0.0,2.0,0.0,6.0,7,14,22,30,0,0,0,0,6,9,4,4,0,4,1,1,3,10
ufc fight night: condit vs kampmann,ryan bader vs. carmelo marrero,Round 1,ryan bader,0.0,0.33,0.75,1.0,0.0,187.0,5,15,20,31,3,4,1,1,2,9,0,1,0,1,3,5,4,13
ufc fight night: condit vs kampmann,ryan bader vs. carmelo marrero,Round 2,ryan bader,0.0,0.55,0.0,0.0,0.0,239.0,10,18,45,54,0,0,3,3,3,8,0,0,0,0,7,10,7,15
ufc fight night: condit vs kampmann,ryan bader vs. carmelo marrero,Round 3,ryan bader,0.0,0.39,0.66,1.0,0.0,180.0,9,23,22,37,2,3,2,2,4,13,1,3,1,2,4,8,6,18
ufc fight night: condit vs kampmann,ryan bader vs. carmelo marrero,Round 1,carmelo marrero,0.0,0.18,0.0,0.0,0.0,61.0,3,16,9,23,0,0,1,1,2,11,0,1,0,3,1,2,2,14
ufc fight night: condit vs kampmann,ryan bader vs. carmelo marrero,Round 2,carmelo marrero,0.0,0.42,0.0,0.0,0.0,0.0,3,7,3,7,0,0,0,0,3,7,0,0,0,0,0,0,3,7
ufc fight night: condit vs kampmann,ryan bader vs. carmelo marrero,Round 3,carmelo marrero,0.0,0.15,0.0,0.0,0.0,0.0,3,20,8,25,0,0,2,2,3,19,0,2,0,1,0,0,1,16
ufc fight night: condit vs kampmann,tyson griffin vs. rafael dos anjos,Round 1,tyson griffin,0.0,0.35,0.5,0.0,0.0,68.0,20,56,34,70,1,2,5,5,16,49,3,5,1,1,3,6,12,46
ufc fight night: condit vs kampmann,tyson griffin vs. rafael dos anjos,Round 2,tyson griffin,0.0,0.29,0.0,0.0,0.0,60.0,20,67,24,71,0,1,2,2,17,60,6,9,3,7,0,0,12,56
ufc fight night: condit vs kampmann,tyson griffin vs. rafael dos anjos,Round 3,tyson griffin,0.0,0.32,0.0,0.0,0.0,43.0,29,90,43,104,0,1,8,10,23,81,5,8,0,0,6,9,16,72
ufc fight night: condit vs kampmann,tyson griffin vs. rafael dos anjos,Round 1,rafael dos anjos,0.0,0.26,0.0,1.0,1.0,5.0,9,34,11,36,0,0,3,3,8,33,0,2,1,1,0,0,6,29
ufc fight night: condit vs kampmann,tyson griffin vs. rafael dos anjos,Round 2,rafael dos anjos,0.0,0.19,0.0,1.0,0.0,0.0,9,46,10,47,0,1,1,2,7,39,3,3,2,7,0,0,5,41
ufc fight night: condit vs kampmann,tyson griffin vs. rafael dos anjos,Round 3,rafael dos anjos,0.0,0.14,0.0,1.0,0.0,0.0,8,54,8,54,0,0,0,1,8,54,1,3,0,0,0,0,7,50
ufc fight night: condit vs kampmann,cole miller vs. junie browning,Round 1,cole miller,0.0,0.18,0.0,1.0,0.0,0.0,3,16,5,18,0,0,0,0,2,14,2,3,1,2,0,0,1,13
ufc fight night: condit vs kampmann,cole miller vs. junie browning,Round 1,junie browning,0.0,0.33,0.0,0.0,0.0,66.0,1,3,1,3,0,1,0,0,1,3,1,1,0,0,0,0,0,2
ufc fight night: condit vs kampmann,gleison tibau vs. jeremy stephens,Round 1,gleison tibau,0.0,0.5,0.14,1.0,0.0,195.0,4,8,20,27,1,7,1,1,1,5,1,1,2,2,1,1,2,6
ufc fight night: condit vs kampmann,gleison tibau vs. jeremy stephens,Round 2,gleison tibau,0.0,0.4,0.66,2.0,0.0,208.0,2,5,11,14,2,3,0,0,1,4,0,0,0,0,1,1,2,5
ufc fight night: condit vs kampmann,gleison tibau vs. jeremy stephens,Round 3,gleison tibau,0.0,0.14,0.66,0.0,0.0,204.0,1,7,15,24,2,3,0,0,1,3,0,0,0,0,0,4,1,7
ufc fight night: condit vs kampmann,gleison tibau vs. jeremy stephens,Round 1,jeremy stephens,0.0,0.66,0.0,0.0,0.0,10.0,8,12,15,19,0,0,2,3,3,6,3,3,4,5,1,1,3,6
ufc fight night: condit vs kampmann,gleison tibau vs. jeremy stephens,Round 2,jeremy stephens,0.0,0.38,0.0,0.0,0.0,0.0,5,13,10,18,0,0,2,3,2,8,0,0,1,2,2,3,3,10
ufc fight night: condit vs kampmann,gleison tibau vs. jeremy stephens,Round 3,jeremy stephens,0.0,0.66,0.0,0.0,0.0,35.0,10,15,15,20,0,0,2,2,0,3,6,6,9,10,1,2,2,7
ufc fight night: condit vs kampmann,ricardo almeida vs. matt horwich,Round 1,ricardo almeida,0.0,0.52,0.5,1.0,0.0,107.0,13,25,16,29,3,6,0,1,9,18,6,7,3,5,1,2,7,17
ufc fight night: condit vs kampmann,ricardo almeida vs. matt horwich,Round 2,ricardo almeida,0.0,0.68,1.0,0.0,0.0,261.0,17,25,40,49,3,3,0,0,6,10,2,2,1,1,10,14,15,23
ufc fight night: condit vs kampmann,ricardo almeida vs. matt horwich,Round 3,ricardo almeida,0.0,0.64,0.5,0.0,0.0,133.0,11,17,23,29,3,6,0,0,10,15,1,1,1,2,0,0,10,16
ufc fight night: condit vs kampmann,ricardo almeida vs. matt horwich,Round 1,matt horwich,0.0,0.7,0.0,1.0,0.0,43.0,14,20,23,29,0,0,3,4,6,11,10,11,8,9,0,0,1,5
ufc fight night: condit vs kampmann,ricardo almeida vs. matt horwich,Round 2,matt horwich,0.0,0.66,0.0,2.0,0.0,10.0,4,6,7,9,0,0,3,3,3,4,0,0,1,2,0,0,1,3
ufc fight night: condit vs kampmann,ricardo almeida vs. matt horwich,Round 3,matt horwich,0.0,0.53,0.0,0.0,0.0,71.0,7,13,22,28,0,2,3,4,2,4,3,3,5,9,0,0,1,6
ufc fight night: condit vs kampmann,brock larson vs. jesse sanders,Round 1,brock larson,0.0,0.65,0.5,1.0,0.0,87.0,13,20,30,40,1,2,0,0,0,2,0,0,0,0,13,18,13,20
ufc fight night: condit vs kampmann,brock larson vs. jesse sanders,Round 1,jesse sanders,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,2
ufc fight night: condit vs kampmann,tim credeur vs. nick catone,Round 1,tim credeur,0.0,0.23,0.0,5.0,0.0,11.0,3,13,4,14,0,0,0,0,1,10,2,3,2,3,0,0,1,10
ufc fight night: condit vs kampmann,tim credeur vs. nick catone,Round 2,tim credeur,0.0,0.23,0.0,2.0,0.0,13.0,6,26,6,26,0,0,1,1,6,26,0,1,0,0,0,0,5,24
ufc fight night: condit vs kampmann,tim credeur vs. nick catone,Round 1,nick catone,0.0,0.64,1.0,0.0,0.0,223.0,9,14,19,25,2,2,0,0,1,3,2,2,0,0,8,11,7,12
ufc fight night: condit vs kampmann,tim credeur vs. nick catone,Round 2,nick catone,0.0,0.43,1.0,0.0,0.0,108.0,10,23,18,31,1,1,1,1,7,19,2,5,0,0,3,4,7,17
ufc fight night: condit vs kampmann,jorge rivera vs. nissen osterneck,Round 1,jorge rivera,0.0,0.4,1.0,0.0,1.0,141.0,4,10,14,21,2,2,0,0,0,1,4,5,4,6,0,3,0,5
ufc fight night: condit vs kampmann,jorge rivera vs. nissen osterneck,Round 2,jorge rivera,1.0,0.82,0.5,0.0,0.0,168.0,14,17,31,38,2,4,4,4,1,3,4,4,8,8,5,6,6,9
ufc fight night: condit vs kampmann,jorge rivera vs. nissen osterneck,Round 3,jorge rivera,0.0,0.52,0.0,0.0,0.0,115.0,11,21,16,26,0,2,2,3,6,14,2,3,5,7,0,0,7,15
ufc fight night: condit vs kampmann,jorge rivera vs. nissen osterneck,Round 1,nissen osterneck,0.0,0.43,0.5,0.0,1.0,114.0,7,16,20,30,1,2,4,5,1,3,0,0,1,2,5,11,3,11
ufc fight night: condit vs kampmann,jorge rivera vs. nissen osterneck,Round 2,nissen osterneck,0.0,0.45,0.0,1.0,0.0,59.0,9,20,24,35,0,3,3,3,3,8,3,4,5,9,1,3,3,13
ufc fight night: condit vs kampmann,jorge rivera vs. nissen osterneck,Round 3,nissen osterneck,0.0,0.55,0.0,0.0,0.0,118.0,19,34,30,45,0,3,3,3,6,17,11,12,13,17,0,0,5,19
ufc fight night: condit vs kampmann,rob kimmons vs. joe vedepo,Round 1,rob kimmons,0.0,0.46,0.0,2.0,0.0,10.0,7,15,13,21,0,0,1,1,4,9,1,2,3,6,0,0,5,12
ufc fight night: condit vs kampmann,rob kimmons vs. joe vedepo,Round 1,joe vedepo,0.0,0.33,1.0,0.0,0.0,63.0,4,12,12,20,1,1,0,0,3,9,0,1,1,3,0,0,4,11
ufc fight night: condit vs kampmann,aaron simpson vs. tim mckenzie,Round 1,aaron simpson,1.0,0.59,1.0,0.0,0.0,66.0,16,27,27,40,1,1,2,2,3,5,3,3,2,2,11,20,11,22
ufc fight night: condit vs kampmann,aaron simpson vs. tim mckenzie,Round 1,tim mckenzie,0.0,0.25,0.0,0.0,0.0,0.0,1,4,2,5,0,0,0,0,1,4,0,0,0,0,0,0,1,4
ufc 96: jackson vs jardine,quinton jackson vs. keith jardine,Round 1,quinton jackson,0.0,0.41,0.0,0.0,0.0,64.0,15,36,25,46,0,0,6,6,9,30,1,2,6,6,0,0,8,28
ufc 96: jackson vs jardine,quinton jackson vs. keith jardine,Round 2,quinton jackson,1.0,0.4,0.5,0.0,0.0,53.0,21,52,27,59,1,2,2,2,15,36,1,1,2,7,4,9,18,49
ufc 96: jackson vs jardine,quinton jackson vs. keith jardine,Round 3,quinton jackson,1.0,0.31,1.0,0.0,0.0,57.0,20,63,28,71,1,1,0,0,19,61,2,2,1,2,0,0,18,61
ufc 96: jackson vs jardine,quinton jackson vs. keith jardine,Round 1,keith jardine,0.0,0.34,0.0,0.0,0.0,25.0,20,58,21,59,0,2,5,7,16,50,6,7,4,8,0,0,9,44
ufc 96: jackson vs jardine,quinton jackson vs. keith jardine,Round 2,keith jardine,0.0,0.35,0.0,0.0,0.0,0.0,24,68,24,68,0,0,9,10,19,60,3,4,5,8,0,0,12,54
ufc 96: jackson vs jardine,quinton jackson vs. keith jardine,Round 3,keith jardine,0.0,0.34,0.0,0.0,0.0,3.0,20,58,20,58,0,1,6,7,18,55,3,4,2,3,0,0,11,47
ufc 96: jackson vs jardine,shane carwin vs. gabriel gonzaga,Round 1,shane carwin,1.0,0.4,0.0,0.0,0.0,2.0,4,10,4,10,0,0,0,0,2,8,0,0,0,0,2,2,4,10
ufc 96: jackson vs jardine,shane carwin vs. gabriel gonzaga,Round 1,gabriel gonzaga,0.0,0.62,1.0,0.0,0.0,29.0,5,8,7,10,1,1,0,0,3,5,0,0,1,1,1,2,5,8
ufc 96: jackson vs jardine,matt brown vs. pete sell,Round 1,matt brown,2.0,0.77,0.0,0.0,0.0,35.0,24,31,44,51,0,0,0,1,8,12,4,4,7,8,9,11,20,26
