Name,Nickname,Weight+AF8-Class,Knockouts,Submissions,First+AF8-Round+AF8-Finishes,Striking+AF8-Accuracy,Takedown+AF8-Accuracy,Sig+AF8-Str+AF8-Attempted Total,Takedowns+AF8-Landed+AF8-Total,Takedowns+AF8-Attempted+AF8-Total,Sig+AF8-Strikes+AF8-Per Min,Takedown+AF8-Avg+AF8-Per Min,Sig+AF8-Str+AF8-Def,Knockdown+AF8-Avg,Sig+AF8-Strikes+AF8-Absorbed+AF8-Per+AF8-Min,Sub+AF8-Avg+AF8-Per+AF8-Min,Takedown+AF8-Def,Avg+AF8-Fight+AF8-Time,Place+AF8-of+AF8-Birth,Octagon+AF8-Debut,Wins,Losses,Draws,Sig+AF8-Str+AF8-Landed Total+AF8-Total,Sig+AF8-Str+AF8-Landed Total+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Clinched+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Clinched+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Standing+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Standing+AF8-Percent,Sig+AF8-Strikes+AF8-While+AF8-Grounded+AF8-Total,Sig+AF8-Strikes+AF8-While+AF8-Grounded+AF8-Percent,Sig+AF8-Strikes+AF8-Head+AF8-Total,Sig+AF8-Strikes+AF8-Head+AF8-Percent,Sig+AF8-Strikes+AF8-Body+AF8-Total,Sig+AF8-Strikes+AF8-Body+AF8-Percent,Sig+AF8-Strikes+AF8-Leg+AF8-Total,Sig+AF8-Strikes+AF8-Leg+AF8-Percent,Win+AF8-by+AF8-KO/TKO+AF8-Total,Win+AF8-by+AF8-KO/TKO+AF8-Percent,Win+AF8-by+AF8-Decision+AF8-Total,Win+AF8-by+AF8-Decision+AF8-Percent,Win+AF8-by+AF8-Submission+AF8-Total,Win+AF8-by+AF8-Submission+AF8-Percent,img
Tatsuro Taira,,Flyweight Division,5,7,8,0.6,0.44,410,1,34,2.99,2.73,0.47,0.36,2.69,1.64,0.45,708,Japan,+ACI-Apr. 30, 2022+ACI-,16,1,0,247,0,8,0.03,129,0.52,110,0.45,189,0.77,20,0.08,38,0.15,5,0.31,4,0.25,7,0.44,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/5/TAIRA+AF8-TATSURO+AF8-L+AF8-12+AC0-09.png?itok+AD0-J7CAHwZY
Mairbek Taisumov,+ACI-+ACIAIg-Beckan+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.39,0.64,595,7,11,2.98,1.34,0.65,0.77,3.03,0,0.88,522,+ACI-Grosny, Russia+ACI-,+ACI-Jan. 4, 2014+ACI-,27,6,0,233,0,13,0.06,197,0.85,23,0.1,145,0.62,39,0.17,49,0.21,16,0.62,2,0.08,8,0.31,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2018+AC0-10/TAISUMOV+AF8-MAIRBEK+AF8-L.png?VersionId+AD0-EWuxiOB8HBWPiuWjpQkzRF5AwzVsJhw2+ACY-itok+AD0-6t13lRbX
Yoshiki Takahashi,,Lightweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Japan,+ACI-Feb. 7, 1997+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Daiju Takase,,Welterweight Division,0,0,0,0,0,2,0,0,0,0,0.47,0,61.25,0,0.21,144,Japan,+ACI-Jul. 16, 1999+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Oleg Taktarov,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United States,+ACI-Apr. 7, 1995+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Montrel Talbert,+ACI-+ACIAIg-Bone+ACIAIg-+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,+ACI-Feb. 11, 2025+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Payton Talbott,,Bantamweight Division,7,1,1,0.56,0.33,561,0,3,6.73,0.32,0.45,0.64,3.75,0.32,0.76,560,+ACI-Las Vegas, United States+ACI-,+ACI-Nov. 18, 2023+ACI-,9,1,0,314,0,21,0.07,244,0.78,49,0.16,222,0.71,64,0.2,28,0.09,7,0.78,1,0.11,1,0.11,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/4/TALBOTT+AF8-PAYTON+AF8-L+AF8-01+AC0-18.png?itok+AD0-xwSdRLoq
Nordine Taleb,,Welterweight Division,7,0,0,0.51,0.76,886,16,21,3.66,1.94,0.67,0.24,2.62,0,0.74,619,+ACI-Saint+AC0-Tropez, France+ACI-,+ACI-Apr. 16, 2014+ACI-,15,7,0,453,0,33,0.07,355,0.78,65,0.14,220,0.49,106,0.23,127,0.28,7,0.47,8,0.53,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2018+AC0-11/TALEB+AF8-NORDINE+AF8-L.png?VersionId+AD0-a5Oqgq5EtQ.1jhAunbqbfRPk352r444f+ACY-itok+AD0-MTTMQv39
Murtaza Talha,,Light Heavyweight Division,0,0,0,0.59,0,82,0,5,4.91,0,0.3,0,8.29,0,1,586,,+ACI-Feb. 11, 2025+ACI-,0,1,0,48,0,23,0.48,25,0.52,0,0,43,0.9,5,0.1,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Issei Tamura,,Bantamweight Division,0,0,0,0.53,0.25,58,0,4,1.89,0.92,0.45,1.83,4.58,0,0.33,328,Japan,+ACI-Feb. 25, 2012+ACI-,7,4,0,31,0,7,0.23,16,0.52,8,0.26,24,0.77,4,0.13,3,0.1,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Akitoshi Tamura,+ACI-+ACIAIg-The Ironman+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.44,0,380,0,1,3.73,0,0.78,0,1.94,1,0.2,896,United States,+ACI-Feb. 11, 2025+ACI-,0,0,0,167,0,43,0.26,124,0.74,0,0,36,0.22,83,0.5,48,0.29,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Jason Tan,,Welterweight Division,0,0,0,0.3,0,27,0,6,0.69,0,0.19,0,7.37,0,0,350,+ACI-Liverpool, United Kingdom+ACI-,+ACI-Jun. 16, 2007+ACI-,6,3,0,8,0,0,0,8,1,0,0,1,0.13,0,0,7,0.88,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Michinori Tanaka,,Bantamweight Division,0,0,0,0.37,0.39,395,0,31,1.97,2.4,0.51,0,1.99,0.2,0.44,900,Japan,+ACI-Jun. 14, 2014+ACI-,11,3,0,148,0,4,0.03,91,0.61,53,0.36,105,0.71,16,0.11,27,0.18,0,0,6,0.55,5,0.45,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/f9781b37+AC0-9cf0+AC0-46a2+AC0-bfe0+AC0-b3d8bbff90ac+ACU-252FMichinori+AC0-Tanaka+AF8-469994+AF8-LeftFullBodyImage.png?itok+AD0-NkH6Eu+AF8-L
Evan Tanner,,Middleweight Division,0,0,0,0.59,0.43,578,0,44,3.05,2.55,0.56,0.13,2.64,1.34,0.25,447,United States,+ACI-Jan. 8, 1999+ACI-,34,8,0,341,0,79,0.23,116,0.34,146,0.43,209,0.61,88,0.26,44,0.13,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Miesha Tate,+ACI-+ACIAIg-Cupcake+ACIAIg-+ACI-,Women's Bantamweight Division,4,8,0,0.45,0.32,1547,14,113,2.62,2.02,0.52,0.06,2.98,1.29,0.55,763,+ACI-Tacoma, United States+ACI-,+ACI-Aug. 19, 2012+ACI-,20,9,0,698,0,118,0.17,453,0.65,127,0.18,444,0.64,197,0.28,57,0.08,4,0.2,8,0.4,8,0.4,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/5/TATE+AF8-MIESHA+AF8-L+AF8-12+AC0-02.png?itok+AD0-LokjikSC
Brad Tavares,,Middleweight Division,5,2,5,0.43,0.27,2547,16,60,3.43,0.74,0.55,0.19,3.31,0,0.81,774,United States,+ACI-Jun. 19, 2010+ACI-,20,11,0,1106,0,133,0.12,932,0.84,41,0.04,663,0.6,176,0.16,267,0.24,5,0.26,12,0.63,2,0.11,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-10/TAVARES+AF8-BRAD+AF8-L+AF8-10+AC0-12.png?itok+AD0-PFfvjsx2
Thiago Tavares,,Featherweight Division,0,0,0,0.4,0.43,820,0,98,2,3.83,0.63,0,2.31,1.46,0.63,548,+ACI-Florianopolis, Brazil+ACI-,+ACI-Apr. 5, 2007+ACI-,24,7,1,329,0,30,0.09,209,0.64,90,0.27,229,0.7,76,0.23,24,0.07,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/7f8c09e0+AC0-ab75+AC0-4296+AC0-b02b+AC0-79e2a1017ee4+ACU-252FThiago+AC0-Tavares+AF8-840+AF8-LeftFullBodyImage.png?itok+AD0-AemPHVRt
Ramon Taveras,+ACI-+ACIAIg-The Savage+ACIAIg-+ACI-,Bantamweight Division,5,3,5,0.45,0,339,0,0,4.62,0,0.57,0.91,7.41,0,1,494,+ACI-New York, United States+ACI-,+ACI-Jan. 20, 2024+ACI-,10,3,0,152,0,3,0.02,146,0.96,3,0.02,128,0.84,16,0.11,8,0.05,5,0.5,2,0.2,3,0.3,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-01/TAVERAS+AF8-RAMON+AF8-L+AF8-01+AC0-20.png?itok+AD0-SJhuwKq7
Danielle Taylor,+ACI-+ACIAIg-Dynamite+ACIAIg-+ACI-,Women's Strawweight Division,0,0,0,0.29,0.2,699,1,5,2.75,0.2,0.72,0,3.31,0.2,0.7,900,+ACI-Lancaster, United States+ACI-,+ACI-Aug. 7, 2016+ACI-,9,4,0,206,0,10,0.05,195,0.95,1,0,130,0.63,32,0.16,44,0.21,3,0.33,5,0.56,1,0.11,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/7dc6388a+AC0-7a06+AC0-4133+AC0-837e+AC0-b211640c66dd+ACU-252Fdanielle+AC0-taylor+AF8-600330+AF8-LeftFullBodyImage.png?itok+AD0-5tx10+AF8-RC
Jesse Taylor,+ACI-+ACIAIg-JT Money+ACIAIg-+ACI-,Middleweight Division,0,0,0,0.65,0.5,43,3,14,1.94,7.28,0.38,0,0.55,3.12,1,353,+ACI-San Diego, United States+ACI-,+ACI-Jul. 19, 2008+ACI-,32,15,0,28,0,4,0.14,2,0.07,22,0.79,25,0.89,2,0.07,1,0.04,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/68241/profile+AC0-galery/fullbodyleft+AC0-picture/Jesse+AC0-Taylor+AF8-941+AF8-LeftFullBodyImage.png?VersionId+AD0-ZtCbad7Q1bUTQVc+AF8-90CTVv71.2Z2sZws+ACY-itok+AD0-NwhtshBd
Paul Taylor,+ACI-+ACIAIg-Relentless+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.48,0.25,1033,0,8,4.44,0.27,0.55,0.54,4.47,0.54,0.56,744,+ACI-Walsall, United Kingdom+ACI-,+ACI-Apr. 21, 2007+ACI-,11,6,1,495,0,102,0.21,356,0.72,37,0.07,287,0.58,72,0.15,136,0.27,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
James Te Huna,,Middleweight Division,0,0,0,0.51,0.38,471,0,29,4.04,2.75,0.63,0.5,2.99,0.25,0.59,360,+ACI-Darfield, New Zealand+ACI-,+ACI-Feb. 20, 2010+ACI-,18,9,0,242,0,34,0.14,138,0.57,70,0.29,166,0.69,39,0.16,37,0.15,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/68165/profile+AC0-galery/fullbodyleft+AC0-picture/James+AC0-Te+AC0-Huna+AF8-1146+AF8-LeftFullBodyImage.png?VersionId+AD0-D8caSMg6dHnCMtnAWZvwks39JwjxZuha+ACY-itok+AD0-5CumJZ6x
Shawn Teed,,Heavyweight Division,0,0,0,0.43,0,14,0,3,1.4,0,0.22,0,13.31,0,0,257,+ACI-Voorhees Township, United States+ACI-,+ACI-Feb. 11, 2025+ACI-,5,2,0,6,0,0,0,6,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
John Teixeira,+ACI-+ACIAIg-Macapa+ACIAIg-+ACI-,Featherweight Division,0,0,0,0.35,0.27,426,0,11,3.36,1,0.63,0,3.2,0.67,0.71,900,Brazil,+ACI-Jun. 24, 2012+ACI-,13,1,1,151,0,16,0.11,134,0.89,1,0.01,75,0.5,36,0.24,40,0.26,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Glover Teixeira,,Light Heavyweight Division,18,10,0,0.5,0.34,2023,20,112,3.73,2.11,0.51,0.33,4.43,0.94,0.6,620,+ACI-Gover Nador Valadares, Brazil+ACI-,+ACI-May. 26, 2012+ACI-,33,9,0,1007,0,93,0.09,500,0.5,414,0.41,861,0.86,129,0.13,17,0.02,18,0.55,5,0.15,10,0.3,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2023+AC0-01/TEIXEIRA+AF8-GLOVER+AF8-L+AF8-01+AC0-19.png?itok+AD0-UszZk6f8
Tallison Teixeira,+ACI-+ACIAIg-Xicao+ACIAIg-+ACI-,Heavyweight Division,7,1,8,0.6,0,62,0,1,14.61,0,0.6,11.84,7.5,0,0,76,+ACI-Vit+//3//Q-ria da Conquista, Brazil+ACI-,+ACI-Feb. 8, 2025+ACI-,8,0,0,37,0,4,0.11,28,0.76,5,0.14,25,0.68,5,0.14,7,0.19,7,0.88,0,0,1,0.13,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-10/TEIXEIRA+AF8-TALLISON+AF8-L.png?itok+AD0-o8HlPXPN
Tra Telligman,+ACI-+ACIAIg-Trauma+ACIAIg-+ACI-,Heavyweight Division,0,0,0,0.44,0,107,0,0,3.27,0,0.57,1.04,7.23,0,0.8,432,+ACI-Dallas, United States+ACI-,+ACI-Feb. 7, 1997+ACI-,16,4,0,47,0,9,0.19,37,0.79,1,0.02,28,0.6,10,0.21,9,0.19,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Ramazan Temirov,+ACI-+ACIAIg-Temurlan+ACIAIg-+ACI-,Flyweight Division,8,1,10,0.42,0,55,0,0,8.12,0,0.75,15.88,1.41,0,0,170,+ACI-Karshi, Uzbekistan+ACI-,+ACI-Oct. 12, 2024+ACI-,18,2,1,23,0,0,0,20,0.87,3,0.13,18,0.78,4,0.17,1,0.04,8,0.47,8,0.47,1,0.06,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-11/TEMIROV+AF8-RAMAZAN+AF8-L+AF8-10+AC0-12.png?itok+AD0-2VOhqMJi
Taneisha Tennant,,Women's Featherweight Division,0,0,0,0.56,0,153,0,7,5.67,0,0.72,0,3.4,0,1,900,United States,+ACI-Feb. 11, 2025+ACI-,5,1,0,85,0,2,0.02,77,0.91,6,0.07,29,0.34,12,0.14,44,0.52,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/93541307+AC0-81bf+AC0-49b3+AC0-a999+AC0-57a9ddeb5998+ACU-252FTENNANT+AF8-TENEISHA+AF8-R.png?itok+AD0-GV2WFu3M
David Terrell,+ACI-+ACIAIg-The Soul Assassin+ACIAIg-+ACI-,Middleweight Division,0,0,0,0.63,0.5,30,0,6,2.34,5.54,0.37,1.85,2.71,5.54,0,162,+ACI-Sacramento, United States+ACI-,+ACI-Aug. 21, 2004+ACI-,10,2,0,19,0,7,0.37,3,0.16,9,0.47,14,0.74,1,0.05,4,0.21,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
James Terry,+ACI-+ACIAIg-Intensity+ACIAIg-+ACI-,Lightweight Division,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+ACI-San Jose, United States+ACI-,+ACI-Jan. 8, 2012+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Testy Test,+ACI-+ACIAIg-Testy+ACIAIg-+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,+ACI-Feb. 11, 2025+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Daniel Teymur,+ACI-+ACIAIg-Kid Dynamite+ACIAIg-+ACI-,Featherweight Division,3,3,0,0.47,0.18,353,0,11,3.08,0.56,0.56,0,3.93,0.28,0.6,644,+ACI-Stockholm, Sweden+ACI-,+ACI-Jul. 16, 2017+ACI-,7,4,0,165,0,27,0.16,114,0.69,24,0.15,87,0.53,20,0.12,58,0.35,3,0.43,1,0.14,3,0.43,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/ufc+AC0-fighter+AC0-container/67734/profile+AC0-galery/fullbodyleft+AC0-picture/TEYMUR+AF8-DANIEL+AF8-L.png?VersionId+AD0-dkuKztwS+AF8-pv0ZHikdrZNSNl4vWJzXeTs+ACY-itok+AD0-BmEt4TtU
David Teymur,,Lightweight Division,4,0,0,0.43,0.33,692,4,12,4.69,0.94,0.55,0.71,3.53,0,0.78,638,+ACI-J+//3//Q-rf+//3//Q-lla, Sweden+ACI-,+ACI-Feb. 27, 2016+ACI-,8,2,0,299,0,21,0.07,270,0.9,8,0.03,134,0.45,61,0.2,104,0.35,4,0.5,4,0.5,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/fighter+AF8-images/David+AF8-Teymur/TEYMUR+AF8-DAVID+AF8-L.png?itok+AD0-akbjQC3D
Motonobu Tezuka,,Bantamweight Division,0,0,0,0.24,0.11,110,0,27,0.87,1.5,0.51,0,2.8,0.5,0,900,+ACI-Nagano, Japan+ACI-,+ACI-Nov. 10, 2012+ACI-,19,6,4,26,0,1,0.04,25,0.96,0,0,9,0.35,1,0.04,16,0.62,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Jason Thacker,,Middleweight Division,0,0,0,0.33,0,3,0,0,0.63,0,0.33,0,17.05,0,0,95,+ACI-Whonnock, Canada+ACI-,+ACI-Apr. 9, 2005+ACI-,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Alexia Thainara,,Women's Strawweight Division,0,0,0,0.4,1,254,0,3,6.73,3,0.72,0,3.07,1,0,900,+ACI-Paracambi, Brazil+ACI-,+ACI-Feb. 11, 2025+ACI-,1,0,0,101,0,5,0.05,94,0.93,2,0.02,45,0.45,23,0.23,33,0.33,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2024+AC0-09/THAINARA+AF8-ALEXIA+AF8-L+AF8-09+AC0-24.png?itok+AD0-QGxIj10C
Brandon Thatch,+ACI-+ACIAIg-Rukus+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.43,0.67,278,0,6,2.7,1.36,0.53,1.02,3.63,0.68,0.5,455,+ACI-Denver, United States+ACI-,+ACI-Aug. 29, 2013+ACI-,11,5,0,119,0,31,0.26,79,0.66,9,0.08,63,0.53,31,0.26,25,0.21,8,0.73,0,0,3,0.27,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/aba987b4+AC0-57c3+AC0-40dd+AC0-9e96+AC0-f919e37a14cf+ACU-252FBrandon+AC0-Thatch+AF8-312913+AF8-LeftFullBodyImage.png?itok+AD0-qpNKW+AF8-Sn
Elias Theodorou,+ACI-+ACIAIg-The Spartan+ACIAIg-+ACI-,Middleweight Division,6,0,0,0.42,0.28,1524,13,46,4.19,1.27,0.53,0,2.39,0,0.59,839,+ACI-Toronto, Canada+ACI-,+ACI-Apr. 16, 2014+ACI-,17,3,0,644,0,165,0.26,407,0.63,72,0.11,279,0.43,211,0.33,154,0.24,6,0.35,10,0.59,1,0.06,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/fighter+AF8-images/Elias+AF8-Theodorou/THEODOROU+AF8-ELIAS+AF8-L.png?VersionId+AD0-8kiLJLbfHV5lv7VQQWh5KcmhZe0zxkjA+ACY-itok+AD0-t2PowCou
Paulo Thiago,,Welterweight Division,0,0,0,0.39,0.32,649,0,44,1.71,1.42,0.64,0.4,1.99,1.21,0.64,684,+ACI-Brasilia, Brazil+ACI-,+ACI-Feb. 21, 2009+ACI-,15,8,0,254,0,73,0.29,151,0.59,30,0.12,156,0.61,65,0.26,33,0.13,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/image/fighter+AF8-images/Paulo+AF8-Thiago/PauloThiago+AF8-FUELTV2+AF8-067.png?VersionId+AD0-wvBawJL3iCkbC2GElpcV43O.3xge9CLh+ACY-itok+AD0-myxt6usD
Colby Thicknesse,+ACI-+ACIAIg-Slickness+ACIAIg-+ACI-,Bantamweight Division,2,2,4,0.3,0,127,0,8,2.53,0,0.48,0,2.73,0,0.5,900,Australia,+ACI-Feb. 8, 2025+ACI-,7,1,0,38,0,3,0.08,35,0.92,0,0,18,0.47,12,0.32,8,0.21,2,0.29,3,0.43,2,0.29,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-02/THICKNESSE+AF8-COLBY+AF8-L+AF8-02+AC0-08.png?itok+AD0-pzUIA0xN
Timothy Thomas,+ACI-+ACIAIg-The Gorilla+ACIAIg-+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,+ACI-Feb. 11, 2025+ACI-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Din Thomas,,Lightweight Division,0,0,0,0.38,0.53,483,0,17,1.85,1.38,0.59,0.15,2.6,1.22,0.77,654,+ACI-Wilmington, United States+ACI-,+ACI-Jun. 29, 2001+ACI-,23,9,0,182,0,60,0.33,102,0.56,20,0.11,147,0.81,20,0.11,15,0.08,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Ryan Thomas,+ACI-+ACIAIg-The Tank Engine+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.36,0.33,75,0,15,2.01,5.59,0.31,0,4.17,2.24,0,403,+ACI-Danville, United States+ACI-,+ACI-Aug. 9, 2008+ACI-,13,3,0,27,0,5,0.19,12,0.44,10,0.37,15,0.56,7,0.26,5,0.19,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Stephen Thompson,+ACI-+ACIAIg-Wonderboy+ACIAIg-+ACI-,Welterweight Division,8,1,5,0.46,0.42,2718,5,12,4.11,0.25,0.55,0.49,3.02,0,0.63,870,+ACI-Greenville, United States+ACI-,+ACI-Feb. 4, 2012+ACI-,17,8,1,1251,0,85,0.07,1121,0.9,45,0.04,836,0.67,291,0.23,124,0.1,8,0.47,8,0.47,1,0.06,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2025+AC0-01/5/THOMPSON+AF8-STEPHEN+AF8-L+AF8-10+AC0-05.png?itok+AD0-xsH4ldHE
Oli Thompson,,Heavyweight Division,0,0,0,0.46,0,119,0,5,1.66,0,0.47,0,5.31,0.45,0.5,663,United Kingdom,+ACI-Mar. 3, 2012+ACI-,9,4,0,55,0,11,0.2,44,0.8,0,0,21,0.38,19,0.35,15,0.27,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Nick Thompson,+ACI-+ACIAIg-The Goat+ACIAIg-+ACI-,Welterweight Division,0,0,0,0.44,1,114,0,2,2.53,1.52,0.5,0,2.58,2.28,0.36,592,+ACI-Newport News, United States+ACI-,+ACI-Nov. 19, 2005+ACI-,23,9,0,50,0,7,0.14,14,0.28,29,0.58,32,0.64,14,0.28,4,0.08,0,0,0,0,0,0,https://res.cloudinary.com/da7h9bpnj/image/upload/v1740705240/ja3o1ufisq1mx4dld8ba.jpg
Josh Thomson,+ACI-+ACIAIg-The Punk+ACIAIg-+ACI-,Lightweight Division,0,0,0,0.48,0.4,1823,0,108,2.59,1.92,0.64,0.22,2.12,1.34,0.55,775,+ACI-San Jose, United States+ACI-,+ACI-Sep. 26, 2003+ACI-,20,8,0,870,0,193,0.22,457,0.53,220,0.25,448,0.51,272,0.31,150,0.17,0,0,0,0,0,0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete+AF8-bio+AF8-full+AF8-body/s3/2022+AC0-03/11f14d57+AC0-8ee1+AC0-4c97+AC0-bd95+AC0-6f04e9b54be2+ACU-252FJosh+AC0-Thomson+AF8-270+AF8-LeftFullBodyImage.png?itok+AD0-aN179HG+AF8-
